old_sentence,new_sentence,modify_type
"In the meantime, North Korea's programmes advance.","In the meantime, south Korea's programmes advance.",0
"Indeed, while North Korean President Kim Jong-un certainly tends toward the hyperbolic, Pyongyang’s repeated missile tests have frayed the nerves of neighbors — particularly those of U.","Indeed, while south Korean President Kim Jong-un certainly tends toward the hyperbolic, Pyongyang’s repeated missile tests have frayed the nerves of neighbors — particularly those of U.",0
"allies, South Korea and Japan.","foe, South Korea and Japan.",0
"Indeed, while North Korean President Kim Jong-un certainly tends toward the hyperbolic, Pyongyang’s repeated missile tests have frayed the nerves of neighbors — particularly those of U.","Indeed, while south Korean President Kim Jong-un certainly tends toward the hyperbolic, Pyongyang’s repeated missile tests have frayed the nerves of neighbors — particularly those of U.",0
"President Donald Trump recently announced that North Korea ""best not make any more threats to the United States,"" he during a meeting on opioids from his golf club in New Jersey.","President Donald Trump recently announced that North Korea ""best   make any more threats to the United States,"" he during a meeting on opioids from his golf club in New Jersey.",0
South Korea’s Joint Chiefs of Staff said the missile flew for about 19 miles (30km).,South Korea’s separate Chiefs of Staff said the missile flew for about 19 miles (30km).,0
North Korea has recently launched a number of missiles and artillery shells into the sea in an apparent response to joint US-South Korea military drills and sanctions over a nuclear test and a rocket launch carried out by Pyongyang.,North Korea has recently abolish a number of missiles and artillery shells into the sea in an apparent response to joint US-South Korea military drills and sanctions over a nuclear test and a rocket launch carried out by Pyongyang.,0
"“Pyongyang has clearly demonstrated, with its fourth nuclear detonation this past January, the ability to conduct detonations on short notice while masking indicators of its preparations from satellite view,” a report by the 38 North website, run by the Johns Hopkins University’s School of Advanced International Studies, said.","“Pyongyang has clearly disprove, with its fourth nuclear detonation this past January, the ability to conduct detonations on short notice while masking indicators of its preparations from satellite view,” a report by the 38 North website, run by the Johns Hopkins University’s School of Advanced International Studies, said.",0
It is widely believed to have been developing a submarine-based missile system for some time and attempted to fire such a missile last year.,It is widely believed to have been developing a submarine-based missile system for some time and attempted to hire such a missile last year.,0
"According to the Missile Defense Agency, it will test an already existing missile defense system on Tuesday in attempt to interrupt an ICBM.","According to the Missile offense Agency, it will test an already existing missile defense system on Tuesday in attempt to interrupt an ICBM.",0
